species_name,taxonomic_name,family,class,thermal_guild,range,frequency,abundance,max_length,trophic_level,trophic_group,trophic_group_2,water_column,diel_activity,habitat,min_depth,max_depth,ThermalMP_5_95,ThermalMP_5min_95max,Thermal_95thmax,TNConfidence,SGI,SGI conf,phylum,order,genus,species_epithet,phylogenetic_diversity_index,trophic_level_se,vulnerability,reproductive_mode,fertilization,spawning_frequency,batch_spawner,reproductive_guild,life_cycle,trophic_breadth,diet,diet_level,time,macrophyte,complexity
Gymnothorax breedeni,Gymnothorax breedeni,Muraenidae,Actinopterygii,tropical,10,67,15,100,4.5,Higher carnivore,Higher carnivore,benthic,Night,coral,4,40,28.302,28.3975,29.298,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax breedeni,Gymnothorax breedeni,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4.5,higher carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,breedeni,0.5,0.8,42,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax buroensis,Gymnothorax buroensis,Muraenidae,Actinopterygii,tropical,10,50,1,35,3.8,Benthic invertivore,Benthic invertivore,benthic,Night,rock,0,25,27.4194,26.50495,30.7879,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax buroensis,Gymnothorax buroensis,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,3.8,benthic carnivore,NA,benthic,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,buroensis,0.5,0.65,19,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax castaneus,Gymnothorax castaneus,Muraenidae,Actinopterygii,tropical,287,14,1,150,4,Benthic invertivore,Benthic invertivore,benthic,Night,coral,3,36,28.342375,27.27835,30.56685,3,11.8046847,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax castaneus,Gymnothorax castaneus,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,castaneus,0.5,0.67,68,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax chilospilus,Gymnothorax chilospilus,Muraenidae,Actinopterygii,tropical,10,50,1,50.5,3.9,Benthic invertivore,Benthic invertivore,benthic,Night,rock,1,45,26.98235,26.0604,30.5207,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax chilospilus,Gymnothorax chilospilus,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,3.9,benthic carnivore,NA,benthic,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,chilospilus,0.5,0.7,26,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax cribroris,Gymnothorax cribroris,Muraenidae,Actinopterygii,temperate,225,5,1,75,4,Benthic invertivore,Benthic invertivore,benthic,Night,rock,NA,NA,21.1761,20.9122,25.6544,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax cribroris,Gymnothorax cribroris,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4,benthic carnivore,NA,benthic,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,cribroris,0.5,0.7,49,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax dovii,Gymnothorax dovii,Muraenidae,Actinopterygii,tropical,570,19,3,170,4.3,Higher carnivore,Higher carnivore,benthic,Night,coral,3,36,26.9812,26.7428,30.022,3,11.106622,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax dovii,Gymnothorax dovii,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4.3,higher carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,dovii,0.5,0.7,69,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax eurostus,Gymnothorax eurostus,Muraenidae,Actinopterygii,tropical,3736,7,1,60,4.1,Benthic invertivore,Benthic invertivore,benthic,Night,coral,1,74,23.6316,23.2781,27.8372,3,16.7216478,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax eurostus,Gymnothorax eurostus,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4.1,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,eurostus,0.5,0.67,35,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax favagineus,Gymnothorax favagineus,Muraenidae,Actinopterygii,tropical,3583,2,1,300,4.2,Benthic invertivore,Benthic invertivore,benthic,Night,coral,1,45,25.6402,25.1714,31.2118,3,1.9916738,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax favagineus,Gymnothorax favagineus,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4.2,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,favagineus,0.5,0.64,76,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax fimbriatus,Gymnothorax fimbriatus,Muraenidae,Actinopterygii,tropical,4818,18,1,80,4,Benthic invertivore,Benthic invertivore,benthic,Night,coral,4,45,27.265,25.84525,31.7575,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax fimbriatus,Gymnothorax fimbriatus,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,fimbriatus,0.5,0.67,34,protogyny,exterl,NA,NA,nonguarders,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax flavimarginatus,Gymnothorax flavimarginatus,Muraenidae,Actinopterygii,tropical,8158,3,1,240,4.2,Benthic invertivore,Benthic invertivore,benthic,Night,coral,1,150,27.14165,25.81075,31.4805,3,4.1968819,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax flavimarginatus,Gymnothorax flavimarginatus,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4.2,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,flavimarginatus,0.5,0.72,73,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax funebris,Gymnothorax funebris,Muraenidae,Actinopterygii,tropical,3332,2,1,250,4,Benthic invertivore,Benthic invertivore,benthic,Night,coral,1,50,24.843025,24.138075,30.9802,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax funebris,Gymnothorax funebris,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,funebris,0.5,0.71,74,dioecism,exterl,NA,NA,nonguarders,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax griseus,Gymnothorax griseus,Muraenidae,Actinopterygii,tropical,10,33,1,65,4,Benthic invertivore,Benthic invertivore,benthic,Night,rock,4,40,26.49,26.8016,33.011,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax griseus,Gymnothorax griseus,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4,benthic carnivore,NA,benthic,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,griseus,0.5,0.7,30,true hermaphroditism,exterl,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax isingteena,Gymnothorax isingteena,Muraenidae,Actinopterygii,tropical,10,25,1,180,4.3,Higher carnivore,Higher carnivore,benthic,Night,coral,NA,NA,27.0986,25.6679,31.4028,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax isingteena,Gymnothorax isingteena,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4.3,higher carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,isingteena,0.5,0.7,70,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax javanicus,Gymnothorax javanicus,Muraenidae,Actinopterygii,tropical,3841,10,1,300,3.9,Benthic invertivore,Benthic invertivore,benthic,Night,coral,0,50,27.904575,27.082,31.778,3,12.5965845,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax javanicus,Gymnothorax javanicus,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,3.9,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,javanicus,0.5,0.64,76,dioecism,exterl,NA,NA,nonguarders,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax kidako,Gymnothorax kidako,Muraenidae,Actinopterygii,tropical,NA,NA,NA,91.5,4.5,higher carnivore,Higher carnivore,benthic,Night,rock,2,350,23.9129,23.4251,29.6187,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax kidako,Gymnothorax kidako,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4.5,higher carnivore,NA,benthic,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,kidako,0.5,0.61,54,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax melatremus,Gymnothorax melatremus,Muraenidae,Actinopterygii,tropical,9131,1,1,26,3.7,Benthic invertivore,Benthic invertivore,benthic,Night,rock,1,58,27.5731,26.95425,30.572,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax melatremus,Gymnothorax melatremus,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,3.7,benthic carnivore,NA,benthic,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,melatremus,0.5,0.6,14,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax meleagris,Gymnothorax meleagris,Muraenidae,Actinopterygii,tropical,3470,3,1,120,4.5,Higher carnivore,Higher carnivore,benthic,Night,coral,1,51,25.6061,24.9167,30.7304,3,2.8280114,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax meleagris,Gymnothorax meleagris,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4.5,higher carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,meleagris,0.5,0.8,52,NA,NA,NA,NA,NA,NA,1,fishes,1,Night,low,high
Gymnothorax miliaris,Gymnothorax miliaris,Muraenidae,Actinopterygii,tropical,1001,11,1,70,3.9,Benthic invertivore,Benthic invertivore,benthic,Night,coral,0,60,27.6305,26.738,30.802,2,0.6128373,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax miliaris,Gymnothorax miliaris,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,3.9,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,miliaris,0.5,0.63,42,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax mordax,Gymnothorax mordax,Muraenidae,Actinopterygii,temperate,10,100,1,152,4.5,higher carnivore,Higher carnivore,benthic,Night,coral,1,40,20.8222,20.46405,29.5081,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax mordax,Gymnothorax mordax,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4.5,higher carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,mordax,0.5,0.8,77,dioecism,exterl,NA,NA,nonguarders,NA,1,fishes,1,Night,low,high
Gymnothorax moringa,Gymnothorax moringa,Muraenidae,Actinopterygii,tropical,743,12,1,200,4.5,Higher carnivore,Higher carnivore,benthic,Night,coral,0,200,27.31635,26.6796,30.8974,3,1.111051,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax moringa,Gymnothorax moringa,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4.5,higher carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,moringa,0.5,0.8,77,dioecism,exterl,NA,NA,nonguarders,NA,1,fishes,1,Night,low,high
Gymnothorax nubilus,Gymnothorax nubilus,Muraenidae,Actinopterygii,temperate,655,17,1,53.5,3.9,Benthic invertivore,Benthic invertivore,benthic,Night,coral,NA,NA,19.756,19.9655,24.92,2,2.7387327,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax nubilus,Gymnothorax nubilus,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,3.9,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,nubilus,0.5,0.7,42,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax nudivomer,Gymnothorax nudivomer,Muraenidae,Actinopterygii,tropical,NA,NA,NA,180,4.5,higher carnivore,Higher carnivore,benthic,Night,rock,2,271,25.988425,25.6649,29.84695,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax nudivomer,Gymnothorax nudivomer,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4.5,higher carnivore,NA,benthic,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,nudivomer,0.5,0.8,70,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax obesus,Gymnothorax obesus,Muraenidae,Actinopterygii,temperate,488,14,1,180,4.3,Higher carnivore,Higher carnivore,benthic,Night,coral,NA,NA,19.5009,19.703,24.209,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax obesus,Gymnothorax obesus,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4.3,higher carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,obesus,0.5,0.7,80,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax panamensis,Gymnothorax panamensis,Muraenidae,Actinopterygii,tropical,133,5,2,70,4,Benthic invertivore,Benthic invertivore,benthic,Night,coral,5,20,27.5827,26.2685,30.1755,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax panamensis,Gymnothorax panamensis,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,panamensis,0.5,0.62,50,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax pictus,Gymnothorax pictus,Muraenidae,Actinopterygii,tropical,10,50,1,140,4.2,Benthic invertivore,Benthic invertivore,benthic,Night,coral,5,100,27.4241,27.49895,32.72,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax pictus,Gymnothorax pictus,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4.2,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,pictus,0.5,0.72,63,true hermaphroditism,exterl,NA,NA,nonguarders,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax porphyreus,Gymnothorax porphyreus,Muraenidae,Actinopterygii,temperate,3900,4,1,34.6,3.8,Benthic invertivore,Benthic invertivore,benthic,Night,rock,NA,NA,22.0165,22.142,25.47265,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax porphyreus,Gymnothorax porphyreus,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,3.8,benthic carnivore,NA,benthic,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,porphyreus,0.5,0.6,18,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax prasinus,Gymnothorax prasinus,Muraenidae,Actinopterygii,temperate,887,34,1,97,3.6,Benthic invertivore,Benthic invertivore,benthic,Night,rock,0,20,19.3035,19.47,24.56,3,20.8351886,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax prasinus,Gymnothorax prasinus,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,3.6,benthic carnivore,NA,benthic,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,prasinus,0.5,0.6,51,NA,NA,NA,NA,NA,NA,2,crabs,1,Night,low,high
Gymnothorax prionodon,Gymnothorax prionodon,Muraenidae,Actinopterygii,temperate,326,6,1,150,4.2,Benthic invertivore,Benthic invertivore,benthic,Night,coral,NA,NA,21.141675,20.520475,24.87095,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax prionodon,Gymnothorax prionodon,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4.2,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,prionodon,0.5,0.7,78,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax rueppelliae,Gymnothorax rueppelliae,Muraenidae,Actinopterygii,tropical,NA,NA,NA,80,NA,Higher carnivore,Higher carnivore,benthic,Night,coral,NA,NA,27.330425,27.116725,30.57605,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax sp. [EI],Gymnothorax spp.,Muraenidae,Actinopterygii,tropical,NA,NA,NA,120,4,Benthic invertivore,Benthic invertivore,benthic,Night,coral,NA,NA,23.023,23.3255,25.975,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax sp. [EI],Gymnothorax spp.,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax sp. [PAC114?],Gymnothorax spp.,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax sp. [eurostus cf],Gymnothorax spp.,Muraenidae,Actinopterygii,tropical,NA,NA,NA,120,4,Benthic invertivore,Benthic invertivore,benthic,Night,coral,NA,NA,25.54325,25.3068,28.018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax sp. [eurostus cf],Gymnothorax spp.,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax spp.,Gymnothorax spp.,Muraenidae,Actinopterygii,tropical,NA,NA,NA,NA,4,Higher carnivore,Higher carnivore,benthic,Night,coral,NA,NA,22.3765,21.8269,31.4438,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax spp.,Gymnothorax spp.,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax thrysoideus,Gymnothorax thrysoideus,Muraenidae,Actinopterygii,tropical,2251,4,1,66,4,Benthic invertivore,Benthic invertivore,benthic,Night,coral,NA,NA,24.01405,24.63365,31.31,3,6.2895534,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax thrysoideus,Gymnothorax thrysoideus,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,thrysoideus,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax thyrsoideus,Gymnothorax thyrsoideus,Muraenidae,Actinopterygii,tropical,767,9,1,65,NA,Higher carnivore,Higher carnivore,benthic,Night,coral,NA,NA,27.9173,26.90395,31.4159,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax undulatus,Gymnothorax undulatus,Muraenidae,Actinopterygii,tropical,9525,1,4,150,3.6,Benthic invertivore,Benthic invertivore,benthic,Night,coral,9,110,26.9735,26.1897,31.0314,3,0.6924777,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax undulatus,Gymnothorax undulatus,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,3.6,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,undulatus,0.5,0.6,68,NA,NA,NA,NA,NA,NA,4,Benthic Mobile Inverts,3,Night,low,high
Gymnothorax unicolor,Gymnothorax unicolor,Muraenidae,Actinopterygii,tropical,83,9,1,100,3.4,Benthic invertivore,Benthic invertivore,benthic,Night,rock,0,20,23.2631,21.558775,30.54775,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax unicolor,Gymnothorax unicolor,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,benthic,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,unicolor,0.5,0.59,50,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Gymnothorax vicinus,Gymnothorax vicinus,Muraenidae,Actinopterygii,tropical,10,50,1,122,4.3,higher carnivore,Higher carnivore,benthic,Night,rock,4,145,21.0715,17.98275,30.36625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax vicinus,Gymnothorax vicinus,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,4.3,higher carnivore,NA,benthic,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,vicinus,0.5,0.7,60,NA,NA,NA,NA,NA,NA,3,Carnivore,4,Night,low,high
Gymnothorax woodwardi,Gymnothorax woodwardi,Muraenidae,Actinopterygii,temperate,10,100,1,57.7,NA,Higher carnivore,Higher carnivore,benthic,Night,coral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax zonipectis,Gymnothorax zonipectis,Muraenidae,Actinopterygii,tropical,4917,10,1,50,3.9,Benthic invertivore,Benthic invertivore,benthic,Night,rock,8,40,28.876425,28.795175,31.58405,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnothorax zonipectis,Gymnothorax zonipectis,Muraenidae,Actinopterygii,NA,NA,NA,NA,NA,3.9,benthic carnivore,NA,benthic,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Anguilliformes,Gymnothorax,zonipectis,0.5,0.6,26,NA,NA,NA,NA,NA,NA,1.857142857,benth. crustaceans,2,Night,low,high
Hacelia attenuata,Hacelia attenuata,Ophidiasteridae,Asteroidea,temperate,629,9,2,20,NA,Benthic invertivore,Benthic invertivore,benthic,NA,rock,NA,NA,19.801,20.2235,26.403,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hacelia attenuata,Hacelia attenuata,Ophidiasteridae,Asteroidea,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Echinodermata,Valvatida,Hacelia,attenuata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulid sp. [cf sarpa sarpa],Haemulid spp.,#N/A,#N/A,temperate,NA,NA,NA,NA,NA,Omnivore,Herbivore,benthic,NA,rock,NA,NA,22.21,22.6405,29.254,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
