wkt_geom,Latitude,Longitude,Name,Icon,IconColor,site_name,country,area,location,mpa,protection,programs,ATRC depth,ATRC years,RLS date-d,old_site_c,wave_expos,relief,slope,currents,realm,province,ecoregion,lat_zone,geom,temperature_mean_2020,silicate_mean_2020,salinity_mean,primary_productivity_mean_2020,phosphate_mean_2020,pH_mean_2020,nitrate_mean_2020,agricultural_diffuse_source_runoff,marine_debris,recreational_fishing_vessel,Commercial_fishing_vessel,iron_mean_2020,dissolved_O2_mean_2020,current_velocity_mean_2020,current_direction_mean_2020,mixed_layer_depth_mean_2020,air_temperature_mean_2020,chlorophyll_mean_2020
Point (148.31147999999998888 -41.87496999999999758),-41.87497,148.31148,TAS65,165,#646D7E,Governor I SW,Australia,Tasmania,Bicheno,,Fishing,RLS,#N/A,#N/A,"04/05/2008-3m, 04/05/2008-6m, 04/05/2008-11m",S13_176,3,2,3,2,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E610000076ABE7A4F7896240967D5704FFEF44C0,15.18749123,2.083126858,35.35014064,4.174437329,0.371133286,8.093578251,3.255116276,0.012905687,0.76938504,0.352899224,0.000195894,0.0014809,259.053938,0.056521915,23.44725231,30.83316803,13.01440877,1.040464383
Point (148.3028500000000065 -41.86968999999999852),-41.86969,148.30285,TAS66,165,#646D7E,Waubs Bay Inner,Australia,Tasmania,Bicheno,,Fishing,"ATRC, RLS",8,2022,"03/05/2008-7m, 03/05/2008-7.1m, 03/05/2008-8m, 03/05/2008-8.1m",S11_175,2,3,2,2,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E6100000FFB27BF2B089624042D47D0052EF44C0,15.18749123,2.083126858,35.35014064,4.174437329,0.371133286,8.093578251,3.255116276,0.012905687,0.76938504,0.352899224,0.000195894,0.0014809,259.053938,0.056521915,23.44725231,30.83316803,13.01440877,1.040464383
Point (148.31240999999999985 -41.87557000000000329),-41.87557,148.31241,TAS83,165,#646D7E,Gulch SE,Australia,Tasmania,Bicheno,,Fishing,RLS,#N/A,#N/A,"16/01/2011-6m, 16/01/2011-4.5m",GIMR2,3,2,3,2,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E6100000309E4143FF896240EBAD81AD12F044C0,15.18749123,2.083126858,35.35014064,4.174437329,0.371133286,8.093578251,3.255116276,0.012905687,0.76938504,0.352899224,0.000195894,0.0014809,259.053938,0.056521915,23.44725231,30.83316803,13.01440877,1.040464383
Point (148.31158999999999537 -41.87563000000000102),-41.87563,148.31159,TAS84,165,#646D7E,Gulch SW,Australia,Tasmania,Bicheno,,Fishing,RLS,#N/A,#N/A,"16/01/2011-6m, 16/01/2011-7m",GIMR3,2,2,2,2,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E61000005778978BF8896240C0B2D2A414F044C0,15.18749123,2.083126858,35.35014064,4.174437329,0.371133286,8.093578251,3.255116276,0.012905687,0.76938504,0.352899224,0.000195894,0.0014809,259.053938,0.056521915,23.44725231,30.83316803,13.01440877,1.040464383
Point (147.35603000000000407 -42.95206999999999908),-42.95207,147.35603,TAS219,165,#0000FF,Crayfish Point East,Australia,Tasmania,D'Entrecasteaux & Derwent,Crayfish Point Reserve,No take,ATRC,"4.1m,4.2m,4.3m,4.4",2010,#N/A,4613,2,3,2,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E6100000A3CC0699646B624059C0046EDD7945C0,14.19418525,2.795922191,35.21972832,7.441044149,0.330699492,8.106603992,2.765601417,0.368020713,0,0.381539911,0.001534914,0.002214473,264.2832989,0.087084462,84.190334,13.68441734,11.92412923,1.755616018
Point (147.39796999999998661 -43.00721999999999667),-43.00722,147.39797,TAS194,165,#0000FF,PigeonHole,Australia,Tasmania,D'Entrecasteaux & Derwent,Opossum Bay Marine Conservation Area,Fishing,RLS,#N/A,#N/A,"08/12/2009-3.5m, 08/12/2009-5m, 08/12/2009-7m","15DE,DE14",2,2,2,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E610000040D9942BBC6C624046F0BF95EC8045C0,14.20970003,2.767107432,35.23313717,7.302952926,0.334548714,8.106160593,2.820370332,0.218526304,0.190473184,0.381897777,0.004348096,0.002160029,264.2457118,0.077754522,78.00566309,14.0180321,11.94373535,1.72843558
Point (147.39951999999999543 -42.99459999999999837),-42.9946,147.39952,TAS200,165,#0000FF,Glenvar beach,Australia,Tasmania,D'Entrecasteaux & Derwent,Opossum Bay Marine Conservation Area,Fishing,RLS,#N/A,#N/A,"18/01/2009-4m, 23/01/2009-4m, 01/02/2009-4m","MJJ1, MJJ4, MJJ2,DE32",2,2,2,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E610000022C32ADEC86C6240014D840D4F7F45C0,14.19418525,2.795922191,35.21972832,7.441044149,0.330699492,8.106603992,2.765601417,0.368020713,0,0.381539911,0.001534914,0.002214473,264.2832989,0.087084462,84.190334,13.68441734,11.92412923,1.755616018
Point (147.39795000000000869 -42.99213999999999913),-42.99214,147.39795,TAS201,165,#0000FF,Opossum Bay,Australia,Tasmania,D'Entrecasteaux & Derwent,Opossum Bay Marine Conservation Area,Fishing,RLS,#N/A,#N/A,"13/01/2010-4m, 13/01/2010-5m, 13/01/2010-5.1m","DE28,28DE",2,2,2,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E61000002F6EA301BC6C6240D7868A71FE7E45C0,14.19418525,2.795922191,35.21972832,7.441044149,0.330699492,8.106603992,2.765601417,0.368020713,0,0.381539911,0.001534914,0.002214473,264.2832989,0.087084462,84.190334,13.68441734,11.92412923,1.755616018
Point (147.39806999999998993 -42.99168000000000234),-42.99168,147.39807,TAS202,165,#0000FF,Opossum Bay 5m,Australia,Tasmania,D'Entrecasteaux & Derwent,Opossum Bay Marine Conservation Area,Fishing,ATRC,"5.1m,5.2m,5.3m,5.4",2006,#N/A,406,2,2,2,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E610000099F04BFDBC6C6240740CC85EEF7E45C0,14.19418525,2.795922191,35.21972832,7.441044149,0.330699492,8.106603992,2.765601417,0.368020713,0,0.381539911,0.001534914,0.002214473,264.2832989,0.087084462,84.190334,13.68441734,11.92412923,1.755616018
Point (147.39236999999999966 -42.97758000000000322),-42.97758,147.39237,TAS207,165,#0000FF,OpossumBay,Australia,Tasmania,D'Entrecasteaux & Derwent,Opossum Bay Marine Conservation Area,Fishing,RLS,#N/A,#N/A,"08/12/2009-3.5m, 08/12/2009-5m, 08/12/2009-6m","DE13,14DE",2,2,2,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E6100000CFBD874B8E6C6240A19C6857217D45C0,14.19418525,2.795922191,35.21972832,7.441044149,0.330699492,8.106603992,2.765601417,0.368020713,0,0.381539911,0.001534914,0.002214473,264.2832989,0.087084462,84.190334,13.68441734,11.92412923,1.755616018
Point (147.39232000000001221 -42.97744000000000142),-42.97744,147.39232,TAS208,165,#0000FF,White Rock  South Arm,Australia,Tasmania,D'Entrecasteaux & Derwent,Opossum Bay Marine Conservation Area,Fishing,"ATRC, RLS","4.1m,4.2m,4.3m,4.4",2010,"12/02/2010-4m, 12/02/2010-4.1m, 12/02/2010-4.2m, 12/02/2010-4.3m","DE41,4615,Derwent16",2,3,2,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E61000002232ACE28D6C6240B0E600C11C7D45C0,14.19418525,2.795922191,35.21972832,7.441044149,0.330699492,8.106603992,2.765601417,0.368020713,0,0.381539911,0.001534914,0.002214473,264.2832989,0.087084462,84.190334,13.68441734,11.92412923,1.755616018
Point (147.40372999999999593 -42.96645999999999788),-42.96646,147.40373,TAS213,165,#0000FF,Gellibrands Grave,Australia,Tasmania,D'Entrecasteaux & Derwent,Opossum Bay Marine Conservation Area,Fishing,RLS,#N/A,#N/A,"13/11/2009-5m, 13/11/2009-5.1m","DE2,2DE",2,2,2,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E6100000404D2D5BEB6C6240327216F6B47B45C0,14.2059973,2.881034087,35.22379358,7.831171525,0.318998505,8.107926011,2.599870381,0.368020713,0,0.381539911,0.001534914,0.00237531,264.4001509,0.09631748,83.08242252,9.541712626,11.95093912,1.83354305
Point (147.28181000000000722 -43.14504999999999768),-43.14505,147.28181,TAS165,165,#0000FF,Roberts Point,Australia,Tasmania,D'Entrecasteaux & Derwent,Roberts Point Marine Conservation Area,Fishing,ATRC,"5.1m,5.2m,5.3m,5.4","1994, 2006, 2018",#N/A,405,1,2,3,2,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E6100000F2B5679604696240742497FF909245C0,14.25170981,2.485897713,35.2669485,5.939132435,0.36875669,8.102059369,3.29803198,0.09082,0.092955805,0.396876305,0.000207052,0.001674295,263.6600522,0.10629955,39.40587075,12.52186065,11.47788253,1.448095872
Point (147.29123000000001298 -43.14242000000000132),-43.14242,147.29123,TAS26,165,#0000FF,Roberts Point area,Australia,Tasmania,D'Entrecasteaux & Derwent,Roberts Point Marine Conservation Area,Fishing,RLS,#N/A,#N/A,24/11/2008-2m,ESOhon6_204,1,2,3,2,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E6100000A7B393C151696240EE258DD13A9245C0,14.25170981,2.485897713,35.2669485,5.939132435,0.36875669,8.102059369,3.29803198,0.09082,0.092955805,0.396876305,0.000207052,0.001674295,263.6600522,0.10629955,39.40587075,12.52186065,11.47788253,1.448095872
Point (147.288250000000005 -43.24900000000000233),-43.249,147.28825,TAS20,165,#0000FF,Simpsons Point SW,Australia,Tasmania,D'Entrecasteaux & Derwent,Simpsons Point Marine Conservation Area,Fishing,RLS,#N/A,#N/A,04/12/2008-5m,ESOhon22_220,1,2,3,3,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E61000004E621058396962401C5A643BDF9F45C0,14.26994705,2.383712051,35.27620902,5.478269489,0.380645327,8.100672965,3.462711319,0.14554961,0.507015407,0.339655489,7.32E-05,0.001505457,263.4468826,0.151914628,47.08489631,9.966891569,11.98381022,1.351991421
Point (147.2937300000000107 -43.2410899999999998),-43.24109,147.29373,TAS21,165,#0000FF,Simpsons Point,Australia,Tasmania,D'Entrecasteaux & Derwent,Simpsons Point Marine Conservation Area,Fishing,RLS,#N/A,#N/A,04/12/2008-5m,ESOhon23_221,1,3,3,3,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E610000055FB743C6669624042B28009DC9E45C0,14.26994705,2.383712051,35.27620902,5.478269489,0.380645327,8.100672965,3.462711319,0.14554961,0.507015407,0.339655489,7.32E-05,0.001505457,263.4468826,0.151914628,47.08489631,9.966891569,11.98381022,1.351991421
Point (147.34191999999998757 -43.04370999999999725),-43.04371,147.34192,TAS186,165,#0000FF,Hales Farm,Australia,Tasmania,D'Entrecasteaux & Derwent,Tinderbox Marine Reserve,No take,"ATRC, RLS",8,2022,"15/11/2009-6m, 15/11/2009-7.8m","5DE,DE5",2,3,3,2,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E6100000253B3602F16A62400B410E4A988545C0,14.22755045,2.639425078,35.26474556,6.69791509,0.35201009,8.104152303,3.06777835,0.218526304,0.190473184,0.381897777,0.004348096,0.001918023,264.0505055,0.059335695,37.22259818,15.73195596,11.80092692,1.607086983
Point (147.02034000000000447 -43.33395000000000152),-43.33395,147.02034,TAS10,165,#0000FF,Port Esperance Fish Farm2_400m,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,RLS,#N/A,#N/A,"02/12/2008-5m, 02/12/2008-5.1m",ESOhon21_219,1,2,1,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E61000009F5912A0A6606240E63FA4DFBEAA45C0,14.26314994,2.167130962,35.27775764,4.398731855,0.396922488,8.09827745,3.673750995,0.325771004,0.060231719,0.442789346,0,0.001272935,262.521942,0.067956525,52.97507459,22.5275465,11.71955678,1.113550812
Point (147.22580999999999563 -43.32285999999999859),-43.32286,147.22581,TAS11,165,#0000FF,Satellite Island Sth,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,RLS,#N/A,#N/A,05/12/2008-5m,ESOhon25_223,2,2,2,2,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E610000083A3E4D539676240E197FA7953A945C0,14.28600701,2.284526347,35.27676141,4.973995212,0.39196496,8.099138139,3.615001847,0.248997882,0.375940472,0.397752821,0.0022317,0.00135559,262.9783179,0.148992434,61.24961335,11.41319736,11.83659208,1.235236305
Point (147.07508999999998878 -43.31284000000000134),-43.31284,147.07509,TAS12,165,#0000FF,Roaring Beach,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,RLS,#N/A,#N/A,01/12/2008-5m,ESOhon17_215,2,2,3,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E610000036C8242367626240B97020240BA845C0,14.24826943,2.185796093,35.27785414,4.450664978,0.398328249,8.098122939,3.698063054,0.325771004,0.060231719,0.442789346,0,0.001262087,262.5710024,0.060335161,54.06966398,21.84808896,11.79708735,1.124550809
Point (147.25165999999998689 -43.2997399999999999),-43.29974,147.25166,TAS13,165,#0000FF,Point South of Simp. Point (light),Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,RLS,#N/A,#N/A,08/12/2008-5m,ESOhon29_227,2,2,2,2,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E6100000C4B645990D686240CAA65CE15DA645C0,14.28600701,2.284526347,35.27676141,4.973995212,0.39196496,8.099138139,3.615001847,0.14554961,0.507015407,0.339655489,7.32E-05,0.00135559,262.9783179,0.148992434,61.24961335,11.41319736,11.83659208,1.235236305
Point (147.12280000000001223 -43.41662000000000177),-43.41662,147.1228,TAS134,165,#0000FF,Butlers Point,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,ATRC,"2.2m,2.3m,5.1m,5.2m,5.3m,5.4",2015,#N/A,610,1,1,2,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E61000005DFE43FAED636240056EDDCD53B545C0,14.28535275,2.185854171,35.27740358,4.51136601,0.397826331,8.098263536,3.689273034,0.248997882,0.375940472,0.397752821,0.0022317,0.001263526,262.6125031,0.086978826,66.49468379,22.00554534,12.09060059,1.135935583
Point (147.02329000000000292 -43.40952000000000055),-43.40952,147.02329,TAS135,165,#0000FF,Lady Bay,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,ATRC,"2.2m,2.3m,5.1m,5.2m,5.3m,5.4",2015,#N/A,611,3,2,3,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E61000005D8AABCABE6062406A87BF266BB445C0,14.32136261,2.077699354,35.27789204,4.288429742,0.388253114,8.099433684,3.526593408,0.103719056,0.371144772,0.342904925,0.001914303,0.001338681,262.397659,0.088695119,48.13479176,25.73910672,12.00578592,1.088529116
Point (147.09627000000000407 -43.39710999999999785),-43.39711,147.09627,TAS136,165,#0000FF,Partridge West,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,ATRC,"2.2m,2.3m,5.1m,5.2m,5.3m,5.4m,7","2015, 2022",#N/A,613,2,2,2,2,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E6100000C0B2D2A41463624010751F80D4B245C0,14.28707055,2.153490691,35.27750569,4.421037666,0.395172832,8.098560392,3.643947799,0.103719056,0.371144772,0.342904925,0.001914303,0.001285026,262.5350443,0.068628285,68.04709181,25.61023351,11.98059604,1.11728574
Point (147.10629000000000133 -43.3960000000000008),-43.396,147.10629,TAS137,165,#0000FF,Partridge East,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,ATRC,"2.2m,2.3m,5.1m,5.2m,5.3m,5.4",2015,#N/A,609,1,2,1,2,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E61000008A3C49BA66636240A69BC420B0B245C0,14.28535275,2.185854171,35.27740358,4.51136601,0.397826331,8.098263536,3.689273034,0.248997882,0.375940472,0.397752821,0.0022317,0.001263526,262.6125031,0.086978826,66.49468379,22.00554534,12.09060059,1.135935583
Point (147.17930999999998676 -43.35423999999999722),-43.35424,147.17931,TAS139,165,#0000FF,Little Penguin Point,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,ATRC,"2.2m,2.3m,5.1m,5.2m,5.3m,5.4","1994, 2006, 2015",#N/A,605,2,2,2,2,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E6100000113B53E8BC656240B0777FBC57AD45C0,14.28688049,2.206085016,35.27722747,4.612603127,0.398800825,8.09822358,3.706673236,0.248997882,0.375940472,0.397752821,0.0022317,0.001254766,262.7018173,0.110837448,65.28022018,18.10396473,11.95888908,1.156746179
Point (147.10086999999998625 -43.28309999999999746),-43.2831,147.10087,TAS14,165,#0000FF,Huon Point,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,RLS,#N/A,#N/A,11/12/2008-2m,ESOhon38_236,2,2,3,3,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E6100000B8E4B8533A636240B1BFEC9E3CA445C0,14.23805589,2.275016148,35.27766263,4.940961392,0.388985645,8.099428357,3.568244441,0.325771004,0.060231719,0.442789346,0,0.001390282,262.9178558,0.086518145,45.08519133,17.33800923,11.47524911,1.228088805
Point (147.07229000000000951 -43.32578000000000173),-43.32578,147.07229,TAS143,165,#0000FF,Redcliffs,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,ATRC,"2.2m,2.3m,5.1m,5.2m,5.3m,5.4",2015,#N/A,612,2,2,2,2,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E61000007D3A1E33506262406FD8B628B3A945C0,14.24826943,2.185796093,35.27785414,4.450664978,0.398328249,8.098122939,3.698063054,0.325771004,0.060231719,0.442789346,0,0.001262087,262.5710024,0.060335161,54.06966398,21.84808896,11.79708735,1.124550809
Point (147.16839999999999122 -43.32533000000000101),-43.32533,147.1684,TAS144,165,#0000FF,Zuidpool Rock,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,ATRC,"10.1m,10.2m,10.3m,10.4m,5.1m,5.2m,5.3m,5.4","1994, 2006, 2015",#N/A,604,2,2,3,3,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E6100000AF946588636562402F34D769A4A945C0,14.27596104,2.259992009,35.27699334,4.902989294,0.391143482,8.099221115,3.597979778,0.248997882,0.375940472,0.397752821,0.0022317,0.001357901,262.9045721,0.126637818,56.85824332,16.67981625,11.85727351,1.219080688
Point (147.12689000000000306 -43.27566999999999808),-43.27567,147.12689,TAS157,165,#0000FF,Butts Reef,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,ATRC,"5.1m,5.2m,5.3m,5.4","2002, 2018",#N/A,606,2,3,3,3,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E610000010069E7B0F646240813E912749A345C0,14.23805589,2.275016148,35.27766263,4.940961392,0.388985645,8.099428357,3.568244441,0.248997882,0.375940472,0.397752821,0.0022317,0.001390282,262.9178558,0.086518145,45.08519133,17.33800923,11.47524911,1.228088805
Point (147.29137000000000057 -43.19373999999999825),-43.19374,147.29137,TAS159,165,#0000FF,Green Island,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,ATRC,"5.1m,5.2m,5.3m,5.4",2006,#N/A,607,2,2,2,2,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E610000023A12DE752696240AAF6E978CC9845C0,14.26353963,2.431996424,35.27366549,5.695388978,0.375131526,8.101321827,3.386840446,0.09082,0.092955805,0.396876305,0.000207052,0.001583656,263.5592403,0.132456691,38.41842417,10.53783289,11.70133856,1.398017387
Point (147.27759000000000356 -43.27044999999999675),-43.27045,147.27759,TAS16,165,#0000FF,Simpsons Point Sth,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,RLS,#N/A,#N/A,08/12/2008-5m,ESOhon30_228,1,2,3,2,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E61000004B766C04E2686240029A081B9EA245C0,14.26994705,2.383712051,35.27620902,5.478269489,0.380645327,8.100672965,3.462711319,0.14554961,0.507015407,0.339655489,7.32E-05,0.001505457,263.4468826,0.151914628,47.08489631,9.966891569,11.98381022,1.351991421
Point (147.25451000000001045 -43.19098999999999933),-43.19099,147.25451,TAS177,165,#0000FF,Flowerpot Point,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,RLS,#N/A,#N/A,"07/12/2009-2.5m, 07/12/2009-3m, 12/01/2010-4m, 12/01/2010-6.7m, 10/02/2010-4m, 10/02/2010-4.1m","Derwent10,35DE,DE35",1,2,1,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E610000029D027F22468624078EE3D5C729845C0,14.26353963,2.431996424,35.27366549,5.695388978,0.375131526,8.101321827,3.386840446,0.09082,0.092955805,0.396876305,0.000207052,0.001583656,263.5592403,0.132456691,38.41842417,10.53783289,11.70133856,1.398017387
Point (147.24213000000000306 -43.26782999999999646),-43.26783,147.24213,TAS18,165,#0000FF,Satellite Island,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,RLS,#N/A,#N/A,08/12/2008-3m,ESOhon28_226,1,1,1,2,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E61000002DEC6987BF6762409F71E14048A245C0,14.26994705,2.383712051,35.27620902,5.478269489,0.380645327,8.100672965,3.462711319,0.14554961,0.507015407,0.339655489,7.32E-05,0.001505457,263.4468826,0.151914628,47.08489631,9.966891569,11.98381022,1.351991421
Point (147.12676999999999339 -43.26348000000000127),-43.26348,147.12677,TAS19,165,#0000FF,Garden Island west side,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,RLS,#N/A,#N/A,26/11/2008-5m,ESOhon13_211,2,2,2,2,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E6100000A583F57F0E64624036936FB6B9A145C0,14.23805589,2.275016148,35.27766263,4.940961392,0.388985645,8.099428357,3.568244441,0.325771004,0.060231719,0.442789346,0,0.001390282,262.9178558,0.086518145,45.08519133,17.33800923,11.47524911,1.228088805
Point (147.33342999999999279 -43.02040000000000219),-43.0204,147.33343,TAS190,165,#0000FF,Fossil Cliffs Blackmans Bay,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,RLS,#N/A,#N/A,"13/01/2010-5m, 13/01/2010-5.1m, 13/01/2010-5.5m","29DE,DE29",2,3,2,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E61000002B306475AB6A6240516B9A779C8245C0,14.20970003,2.767107432,35.23313717,7.302952926,0.334548714,8.106160593,2.820370332,0.218526304,0.190473184,0.381897777,0.004348096,0.002160029,264.2457118,0.077754522,78.00566309,14.0180321,11.94373535,1.72843558
Point (147.33089000000001079 -43.01333999999999946),-43.01334,147.33089,TAS192,165,#0000FF,SoldierRocksSouth,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,RLS,#N/A,#N/A,25/11/2009-4.9m,"7DE,DE7",2,3,2,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E61000005912A0A6966A624044DD0720B58145C0,14.20970003,2.767107432,35.23313717,7.302952926,0.334548714,8.106160593,2.820370332,0.218526304,0.190473184,0.381897777,0.004348096,0.002160029,264.2457118,0.077754522,78.00566309,14.0180321,11.94373535,1.72843558
Point (147.32886999999999489 -42.99929000000000201),-42.99929,147.32887,TAS196,165,#0000FF,Blackmans bay blow hole,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,RLS,#N/A,#N/A,"18/03/2008-4.5m, 09/01/2021-4.5m","ESO1_196,DE52",2,3,3,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E610000056D4601A866A6240249C16BCE87F45C0,14.19418525,2.795922191,35.21972832,7.441044149,0.330699492,8.106603992,2.765601417,0.368020713,0,0.381539911,0.001534914,0.002214473,264.2832989,0.087084462,84.190334,13.68441734,11.92412923,1.755616018
Point (147.32966999999999302 -42.99837000000000131),-42.99837,147.32967,TAS197,165,#0000FF,Blackmans Bay Blowhole,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,"ATRC, RLS","5.1m,5.2m,5.3m,5.4",2010,"11/02/2010-5m, 11/02/2010-5.1m, 11/02/2010-5.2m, 11/02/2010-5.3m","Derwent13,4616,DE38",2,3,3,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E61000001D8F19A88C6A62405DA79196CA7F45C0,14.19418525,2.795922191,35.21972832,7.441044149,0.330699492,8.106603992,2.765601417,0.368020713,0,0.381539911,0.001534914,0.002214473,264.2832989,0.087084462,84.190334,13.68441734,11.92412923,1.755616018
Point (147.33045000000001323 -42.99598999999999904),-42.99599,147.33045,TAS199,165,#0000FF,Blackmans Bay Cave,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,RLS,#N/A,#N/A,"12/01/2010-3.5m, 12/01/2010-5m","27DE,DE27",2,3,3,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E6100000D3DEE00B936A62404F92AE997C7F45C0,14.19418525,2.795922191,35.21972832,7.441044149,0.330699492,8.106603992,2.765601417,0.368020713,0,0.381539911,0.001534914,0.002214473,264.2832989,0.087084462,84.190334,13.68441734,11.92412923,1.755616018
Point (147.33000000000001251 -42.99007000000000289),-42.99007,147.33,TAS203,165,#0000FF,BoroniaReef,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,RLS,#N/A,#N/A,"08/12/2009-3m, 08/12/2009-4m","16DE,DE15",2,2,2,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E6100000C3F5285C8F6A624018601F9DBA7E45C0,14.19418525,2.795922191,35.21972832,7.441044149,0.330699492,8.106603992,2.765601417,0.368020713,0,0.381539911,0.001534914,0.002214473,264.2832989,0.087084462,84.190334,13.68441734,11.92412923,1.755616018
Point (147.3260400000000061 -42.98449000000000098),-42.98449,147.32604,TAS205,165,#0000FF,Kingston Beach Yacht Club,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,RLS,#N/A,#N/A,"12/01/2009-2m, 30/01/2010-1.5m, 08/05/2019-2m","MLD46_329,30DE,DE30",2,2,2,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E6100000022670EB6E6A6240999EB0C4037E45C0,14.19418525,2.795922191,35.21972832,7.441044149,0.330699492,8.106603992,2.765601417,0.368020713,0,0.381539911,0.001534914,0.002214473,264.2832989,0.087084462,84.190334,13.68441734,11.92412923,1.755616018
Point (147.33922000000001162 -42.97113000000000227),-42.97113,147.33922,TAS209,165,#0000FF,Alum Cliffs 1,Australia,Tasmania,D'Entrecasteaux & Derwent,,Fishing,RLS,#N/A,#N/A,"10/12/2009-6m, 10/12/2009-7.6m, 11/01/2010-5m, 11/01/2010-5.1m, 11/01/2010-5.2m, 11/01/2010-5.3m","20DE,DE26,DE20,26DE",2,2,2,1,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,0101000020E6100000C5C4E6E3DA6A62400E15E3FC4D7C45C0,14.19418525,2.795922191,35.21972832,7.441044149,0.330699492,8.106603992,2.765601417,0.368020713,0,0.381539911,0.001534914,0.002214473,264.2832989,0.087084462,84.190334,13.68441734,11.92412923,1.755616018
