species_name,taxonomic_name,phylum,class,order,family,genus,species_epithet,phylogenetic_diversity_index,trophic_level,trophic_level_se,vulnerability,reproductive_mode,fertilization,reproductive_guild,trophic_breadth,diet,trophic_group,diet_level,time,water_column,habitat,macrophyte,complexity
Pempheris mangula,Pempheris mangula,Chordata,Actinopterygii,Perciformes,Pempheridae,Pempheris,mangula,0.5,3.4,0.5,23,,,,3,Benthic Mobile Inverts,benthic carnivore,3,Night,Demersal,coral,low,high
Pempheris molucca,Pempheris molucca,Chordata,Actinopterygii,Perciformes,Pempheridae,Pempheris,molucca,0.5,3.3,0.38,26,,,,3,Benthic Mobile Inverts,benthic carnivore,3,Night,Demersal,coral,low,high
Pempheris schomburgkii,Pempheris schomburgkii,Chordata,Actinopterygii,Perciformes,Pempheridae,Pempheris,schomburgkii,0.5,3.1,0.3,23,,,,2,Carnivore,benthic carnivore,4,Night,Demersal,coral,low,high
Pempheris vanicolensis,Pempheris vanicolensis,Chordata,Actinopterygii,Perciformes,Pempheridae,Pempheris,vanicolensis,0.5,3.5,0.47,26,,,,3,Benthic Mobile Inverts,benthic carnivore,3,Night,Demersal,coral,low,high
Parapriacanthus elongatus,Parapriacanthus elongatus,Chordata,Actinopterygii,Perciformes,Pempherididae,Parapriacanthus,elongatus,0.5625,3.5,0.5,21,,,,2,benth. crustaceans,benthic carnivore,1,Night,Demersal,rock,low,high
Parapriacanthus ransonneti,Parapriacanthus ransonneti,Chordata,Actinopterygii,Perciformes,Pempherididae,Parapriacanthus,ransonneti,0.5625,3.4,0.45,15,,,,2,benth. crustaceans,benthic carnivore,1,Night,Demersal,coral,low,high
Pempheris adspersa,Pempheris adspersa,Chordata,Actinopterygii,Perciformes,Pempherididae,Pempheris,adspersa,0.5,3,0.3,24,,,,3,Benthic Mobile Inverts,benthic carnivore,3,Night,Demersal,rock,low,high
Pempheris affinis,Pempheris affinis,Chordata,Actinopterygii,Perciformes,Pempherididae,Pempheris,affinis,0.5,3.4,0.5,23,,,,3,Benthic Mobile Inverts,benthic carnivore,3,Night,Demersal,rock,low,high
Pempheris analis,Pempheris analis,Chordata,Actinopterygii,Perciformes,Pempherididae,Pempheris,analis,0.5,3.4,0.45,26,,,,3,Benthic Mobile Inverts,benthic carnivore,3,Night,Demersal,coral,low,high
Pempheris compressa,Pempheris compressa,Chordata,Actinopterygii,Perciformes,Pempherididae,Pempheris,compressa,0.5,3.5,0.5,26,,,,3,Benthic Mobile Inverts,benthic carnivore,3,Night,Demersal,rock,low,high
Pempheris klunzingeri,Pempheris klunzingeri,Chordata,Actinopterygii,Perciformes,Pempherididae,Pempheris,klunzingeri,0.5,3.4,0.5,25,,,,4,Benthic Mobile Inverts,benthic carnivore,3,Night,Demersal,rock,low,high
Pempheris multiradiata,Pempheris multiradiata,Chordata,Actinopterygii,Perciformes,Pempherididae,Pempheris,multiradiata,0.5,3.5,0.5,32,,,,3,Benthic Mobile Inverts,benthic carnivore,3,Night,Demersal,rock,low,high
Pempheris ornata,Pempheris ornata,Chordata,Actinopterygii,Perciformes,Pempherididae,Pempheris,ornata,0.5,3.3,0.5,14,,,,3,Benthic Mobile Inverts,benthic carnivore,3,Night,Demersal,rock,low,high
Pempheris oualensis,Pempheris oualensis,Chordata,Actinopterygii,Perciformes,Pempherididae,Pempheris,oualensis,0.5,3.6,0.49,26,,,,3,Benthic Mobile Inverts,benthic carnivore,3,Night,Demersal,coral,low,high
Pempheris schwenkii,Pempheris schwenkii,Chordata,Actinopterygii,Perciformes,Pempherididae,Pempheris,schwenkii,0.5,3.4,0.45,23,,,,3,Benthic Mobile Inverts,benthic carnivore,3,Night,Demersal,coral,low,high
Pempheris spp.,Pempheris spp.,Chordata,Actinopterygii,Perciformes,Pempherididae,Pempheris,,0.5,3.4,,,,,,3,Benthic Mobile Inverts,benthic carnivore,3,Night,Demersal,coral,low,high
Paristiopterus gallipavo,Paristiopterus gallipavo,Chordata,Actinopterygii,Perciformes,Pentacerotidae,Paristiopterus,gallipavo,0.7501,3.5,0.5,54,,,,4,Benthic Mobile Inverts,benthic carnivore,3,Day,Demersal,rock,low,medium
Pentaceropsis recurvirostris,Pentaceropsis recurvirostris,Chordata,Actinopterygii,Perciformes,Pentacerotidae,Pentaceropsis,recurvirostris,1.0001,3,0.35,35,,,,3.5,Benthic Mobile Inverts,benthic carnivore,3,Day,Demersal,rock,low,medium
Squamicreedia obtusa,Squamicreedia obtusa,Chordata,Actinopterygii,Perciformes,Percophidae,Squamicreedia,obtusa,1,3.6,0.6,16,,,,3,Carnivore,benthic carnivore,4,Day,Demersal,sand,low,medium
Pholis crassispina,Pholis crassispina,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,crassispina,0.5005,3.3,0.4,33,,,,1,plank. copepods,planktivore,1,Day,benthic,rock,macroalgae,high
Pholis gunnellus,Pholis gunnellus,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,gunnellus,0.5005,3.5,0.46,34,dioecism,exterl,guarders,1,plank. copepods,planktivore,1,Day,benthic,rock,macroalgae,high
Pholis laeta,Pholis laeta,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,laeta,0.5005,3.3,0.39,26,dioecism,exterl,guarders,1,plank. copepods,planktivore,1,Day,benthic,rock,low,high
Parapercis australis,Parapercis australis,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,australis,0.5,3.5,0.6,24,,,,3.75,Carnivore,benthic carnivore,4,Day,Demersal,sand,low,low
Parapercis clathrata,Parapercis clathrata,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,clathrata,0.5,3.6,0.6,25,,,,3.75,Carnivore,benthic carnivore,4,Day,Demersal,sand,low,low
Parapercis colias,Parapercis colias,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,colias,0.5,3.9,0.7,24,,,,3,Carnivore,benthic carnivore,4,Day,Demersal,sand,low,medium
Parapercis haackei,Parapercis haackei,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,haackei,0.5,3.4,0.6,12,,,,3.75,Carnivore,benthic carnivore,4,Day,Demersal,sand,low,low
Parapercis lineopunctata,Parapercis lineopunctata,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,lineopunctata,0.5,3.9,0.7,51,protogyny,exterl,,3.75,Carnivore,benthic carnivore,4,Day,Demersal,sand,low,low
Parapercis millepunctata,Parapercis millepunctata,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,millepunctata,0.5,3.5,0.6,21,,,,1,benth. crustaceans,benthic carnivore,2,Day,Demersal,sand,low,low
Parapercis multiplicata,Parapercis multiplicata,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,multiplicata,0.5,3.5,0.6,16,,,,3.75,Carnivore,benthic carnivore,4,Day,Demersal,sand,low,low
Parapercis pacifica,Parapercis pacifica,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,pacifica,0.5,3.5,0.6,26,,,,3.75,Carnivore,benthic carnivore,4,Day,Demersal,sand,low,low
Parapercis pulchella,Parapercis pulchella,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,pulchella,0.5,3.5,0.6,23,,,,3.75,Carnivore,benthic carnivore,4,Day,Demersal,sand,low,low
Parapercis ramsayi,Parapercis ramsayi,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,ramsayi,0.5,3.5,0.6,23,,,,3.75,Carnivore,benthic carnivore,4,Day,Demersal,sand,low,low
Parapercis schauinslandii,Parapercis schauinslandii,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,schauinslandii,0.5,3.4,0.45,21,,,,3.75,Carnivore,benthic carnivore,4,Day,Demersal,sand,low,low
Parapercis signata,Parapercis signata,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,signata,0.5,4,0.62,15,,,,3.75,Carnivore,benthic carnivore,4,Day,Demersal,sand,low,low
Parapercis snyderi,Parapercis snyderi,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,snyderi,0.5,3.4,0.6,13,protogyny,exterl,nonguarders,3.75,Carnivore,benthic carnivore,4,Day,Demersal,sand,low,low
Parapercis sp. [cylindrica],Parapercis spp.,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,,0.5,3.4,,,,,,3.75,Carnivore,benthic carnivore,4,Day,Demersal,sand,low,low
Parapercis spp.,Parapercis spp.,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,,0.5,3.4,,,,,,3.75,Carnivore,benthic carnivore,4,Day,Demersal,sand,low,low
Parapercis stricticeps,Parapercis stricticeps,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,stricticeps,0.5,3.5,0.6,21,,,,3.75,Carnivore,benthic carnivore,4,Day,Demersal,sand,low,low
Parapercis tetracantha,Parapercis tetracantha,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,tetracantha,0.5,3.6,0.6,26,,,,3.75,Carnivore,benthic carnivore,4,Day,Demersal,sand,low,low
Parapercis xanthozona,Parapercis xanthozona,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,xanthozona,0.5,3.6,0.6,24,,,,3.75,Carnivore,benthic carnivore,4,Day,Demersal,sand,low,low
Pinguipes brasilianus,Pinguipes brasilianus,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Pinguipes,brasilianus,0.75,3.8,0.7,51,,,,5,Carnivore,benthic carnivore,4,Day,Demersal,rock,low,medium
Pinguipes chilensis,Pinguipes chilensis,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Pinguipes,chilensis,0.75,3.4,0.5,44,,,,5,Carnivore,benthic carnivore,4,Day,Demersal,rock,low,medium
Prolatilus jugularis,Prolatilus jugularis,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Prolatilus,jugularis,1,3.7,0.56,34,,,,4,Carnivore,benthic carnivore,4,Day,Demersal,rock,low,medium
Pseudopercis semifasciata,Pseudopercis semifasciata,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Pseudopercis,semifasciata,0.75,3.9,0.68,59,dioecism,exterl,nonguarders,4,Carnivore,higher carnivore,4,Day,Demersal,rock,low,medium
Assessor flavissimus,Assessor flavissimus,Chordata,Actinopterygii,Perciformes,Plesiopidae,Assessor,flavissimus,0.625,3.4,0.5,12,dioecism,exterl,guarders,3,Benthic Mobile Inverts,benthic carnivore,3,Day,Demersal,coral,low,high
Assessor macneilli,Assessor macneilli,Chordata,Actinopterygii,Perciformes,Plesiopidae,Assessor,macneilli,0.625,3.4,0.5,12,dioecism,exterl,guarders,3,Benthic Mobile Inverts,benthic carnivore,3,Day,Demersal,coral,low,high
Assessor randalli,Assessor randalli,Chordata,Actinopterygii,Perciformes,Plesiopidae,Assessor,randalli,0.625,3.5,0.5,10,dioecism,exterl,guarders,3,Benthic Mobile Inverts,benthic carnivore,3,Day,Demersal,coral,low,high
Calloplesiops altivelis,Calloplesiops altivelis,Chordata,Actinopterygii,Perciformes,Plesiopidae,Calloplesiops,altivelis,0.75,4,0.65,30,dioecism,exterl,guarders,3,Benthic Mobile Inverts,benthic carnivore,3,Day,Demersal,coral,low,high
Paraplesiops alisonae,Paraplesiops alisonae,Chordata,Actinopterygii,Perciformes,Plesiopidae,Paraplesiops,alisonae,0.5312,3.7,0.6,26,dioecism,exterl,guarders,3,Benthic Mobile Inverts,benthic carnivore,3,Night,Demersal,rock,low,high
Paraplesiops bleekeri,Paraplesiops bleekeri,Chordata,Actinopterygii,Perciformes,Plesiopidae,Paraplesiops,bleekeri,0.5312,3.8,0.6,36,dioecism,exterl,guarders,3,Benthic Mobile Inverts,benthic carnivore,3,Day,Demersal,rock,low,high
Paraplesiops meleagris,Paraplesiops meleagris,Chordata,Actinopterygii,Perciformes,Plesiopidae,Paraplesiops,meleagris,0.5312,4,0.65,41,dioecism,exterl,guarders,3,Benthic Mobile Inverts,benthic carnivore,3,Day,Demersal,rock,low,high
Paraplesiops poweri,Paraplesiops poweri,Chordata,Actinopterygii,Perciformes,Plesiopidae,Paraplesiops,poweri,0.5312,3.6,0.6,22,dioecism,exterl,guarders,3,Benthic Mobile Inverts,benthic carnivore,3,Day,Demersal,rock,low,high
Trachinops brauni,Trachinops brauni,Chordata,Actinopterygii,Perciformes,Plesiopidae,Trachinops,brauni,0.5625,3.7,0.6,16,dioecism,exterl,guarders,3,Benthic Mobile Inverts,benthic carnivore,3,Day,Demersal,rock,low,high
Trachinops caudimaculatus,Trachinops caudimaculatus,Chordata,Actinopterygii,Perciformes,Plesiopidae,Trachinops,caudimaculatus,0.5625,4,0.6,26,dioecism,exterl,guarders,3,Benthic Mobile Inverts,benthic carnivore,3,Day,Demersal,rock,low,high
Trachinops noarlungae,Trachinops noarlungae,Chordata,Actinopterygii,Perciformes,Plesiopidae,Trachinops,noarlungae,0.5625,4,0.66,26,dioecism,exterl,guarders,3,Benthic Mobile Inverts,benthic carnivore,3,Day,Demersal,rock,low,high
Trachinops taeniatus,Trachinops taeniatus,Chordata,Actinopterygii,Perciformes,Plesiopidae,Trachinops,taeniatus,0.5625,4,0.65,27,dioecism,exterl,guarders,3,Benthic Mobile Inverts,benthic carnivore,3,Day,Demersal,rock,low,high
Pleuronectes sp. [herzensteini cf],Pleuronectes spp.,Chordata,Actinopterygii,Perciformes,Pleuronectidae,Pleuronectes,,,3.15,0.3375,,,,,4.5,Carnivore,benthic carnivore,4,Night,benthic,sand,low,low
Apolemichthys trimaculatus,Apolemichthys trimaculatus,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Apolemichthys,trimaculatus,0.502,2.6,0,31,,,,2,ascidians,benthic carnivore,1,Day,Demersal,coral,low,medium
Centropyge acanthops,Centropyge acanthops,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,acanthops,0.5,2.9,0.32,13,,,,1,benthic algae,herbivore,1,Day,Demersal,coral,low,medium
Centropyge argi,Centropyge argi,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,argi,0.5,2,0,13,dioecism,exterl,nonguarders,1,benthic algae,herbivore,1,Day,Demersal,coral,low,medium
Centropyge bicolor,Centropyge bicolor,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,bicolor,0.5,2.7,,,,,,1,benthic algae,herbivore,1,Day,Demersal,coral,low,medium
Centropyge bispinosa,Centropyge bispinosa,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,bispinosa,0.5,2.8,0.29,15,,,,1,benthic algae,herbivore,1,Day,Demersal,coral,low,medium
Centropyge eibli,Centropyge eibli,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,eibli,0.5,2.7,0.4,23,,,,1,benthic algae,herbivore,1,Day,Demersal,coral,low,medium
Centropyge ferrugata,Centropyge ferrugata,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,ferrugata,0.5,2.8,0.34,15,,,,1,benthic algae,herbivore,1,Day,Demersal,coral,low,medium
Centropyge fisheri,Centropyge fisheri,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,fisheri,0.5,2.9,0.3,10,,,,1,benthic algae,herbivore,1,Day,Demersal,coral,low,medium
Centropyge flavissima,Centropyge flavissima,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,flavissima,0.5,2.8,0.33,22,,,,1,benthic algae,herbivore,1,Day,Demersal,coral,low,medium
Centropyge heraldi,Centropyge heraldi,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,heraldi,0.5,2.8,0.33,15,,,,1,benthic algae,herbivore,1,Day,Demersal,coral,low,medium
Centropyge hotumatua,Centropyge hotumatua,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,hotumatua,0.5,2.8,0.3,13,,,,1,benthic algae,herbivore,1,Day,Demersal,coral,low,medium
Centropyge joculator,Centropyge joculator,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,joculator,0.5,2.8,0.32,14,,,,1,benthic algae,herbivore,1,Day,Demersal,coral,low,medium
Centropyge loricula,Centropyge loricula,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,loricula,0.5,2.8,0.31,23,,,,1,benthic algae,herbivore,1,Day,Demersal,coral,low,medium
Centropyge multispinis,Centropyge multispinis,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,multispinis,0.5,2.8,0.31,22,,,,1,benthic algae,herbivore,1,Day,Demersal,coral,low,medium
Centropyge nox,Centropyge nox,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,nox,0.5,2.8,0.29,15,,,,1,benthic algae,herbivore,1,Day,Demersal,coral,low,medium
Centropyge spp.,Centropyge spp.,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,,0.5,,,,,,,1,benthic algae,herbivore,1,Day,Demersal,coral,low,medium
Centropyge tibicen,Centropyge tibicen,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,tibicen,0.5,2.8,0.35,26,protogyny,exterl,,1,benthic algae,herbivore,1,Day,Demersal,coral,low,medium
Centropyge vroliki,Centropyge vroliki,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,vroliki,0.5,2.8,,,,,,1,benthic algae,herbivore,1,Day,Demersal,coral,low,medium
Chaetodontoplus ballinae,Chaetodontoplus ballinae,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Chaetodontoplus,ballinae,0.5001,2.7,0,32,,,,2.25,ascidians,benthic carnivore,1,Day,Demersal,coral,low,medium
Chaetodontoplus conspicillatus,Chaetodontoplus conspicillatus,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Chaetodontoplus,conspicillatus,0.5001,2.6,0,15,,,,2.25,ascidians,benthic carnivore,1,Day,Demersal,coral,low,medium
Chaetodontoplus duboulayi,Chaetodontoplus duboulayi,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Chaetodontoplus,duboulayi,0.5001,2.7,0,32,,,,2.25,ascidians,benthic carnivore,1,Day,Demersal,coral,low,medium
Chaetodontoplus meredithi,Chaetodontoplus meredithi,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Chaetodontoplus,meredithi,0.5001,3,0,30,,,,2.25,ascidians,benthic carnivore,1,Day,Demersal,coral,low,medium
Chaetodontoplus mesoleucus,Chaetodontoplus mesoleucus,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Chaetodontoplus,mesoleucus,0.5001,2.7,0,25,,,,2.25,ascidians,benthic carnivore,1,Day,Demersal,coral,low,medium
Chaetodontoplus septentrionalis,Chaetodontoplus septentrionalis,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Chaetodontoplus,septentrionalis,0.5001,2.7,0,28,,,,2.25,ascidians,benthic carnivore,1,Day,Demersal,rock,low,medium
Chrysiptera parasema,Chrysiptera parasema,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Chrysiptera,parasema,0.5,3.4,0.45,14,dioecism,exterl,guarders,3.8,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Genicanthus caudovittatus,Genicanthus caudovittatus,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Genicanthus,caudovittatus,0.501,3.4,0.45,27,,,,2.25,ascidians,benthic carnivore,1,Day,Demersal,coral,low,medium
Genicanthus semicinctus,Genicanthus semicinctus,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Genicanthus,semicinctus,0.501,3.4,0.4,27,,,,2.25,ascidians,benthic carnivore,1,Day,Demersal,coral,low,medium
Genicanthus watanabei,Genicanthus watanabei,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Genicanthus,watanabei,0.501,3.4,0.45,23,,,,2.25,ascidians,benthic carnivore,1,Day,Demersal,coral,low,medium
Holacanthus bermudensis,Holacanthus bermudensis,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Holacanthus,bermudensis,0.5039,3.3,0.25,44,,,,1.666666667,sponges,benthic carnivore,1,Day,Demersal,coral,low,medium
Holacanthus ciliaris,Holacanthus ciliaris,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Holacanthus,ciliaris,0.5039,3,0,44,dioecism,exterl,nonguarders,2,sponges,benthic carnivore,1,Day,Demersal,coral,low,medium
Holacanthus passer,Holacanthus passer,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Holacanthus,passer,0.5039,2.6,0.33,35,dioecism,exterl,nonguarders,1.666666667,sponges,benthic carnivore,1,Day,Demersal,coral,low,medium
Holacanthus tricolor,Holacanthus tricolor,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Holacanthus,tricolor,0.5039,3,0.1,35,protogyny,,,1,sponges,benthic carnivore,1,Day,Demersal,coral,low,medium
Paracentropyge multifasciatus,Paracentropyge multifasciatus,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Paracentropyge,multifasciatus,,,,,,,,2.25,ascidians,benthic carnivore,1,Day,Demersal,coral,low,medium
Paracentropyge sp. [venusta cf],Paracentropyge spp.,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Paracentropyge,,,2.393333333,0.158666667,,,,,2.25,ascidians,benthic carnivore,1,Day,Demersal,coral,low,medium
Pomacanthid spp.,Pomacanthid spp.,Chordata,Actinopterygii,Perciformes,Pomacanthidae,,,,,,,,,,2.25,ascidians,benthic carnivore,1,Day,Demersal,coral,low,medium
Pomacanthus arcuatus,Pomacanthus arcuatus,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,arcuatus,0.5001,2.9,0.2,51,dioecism,exterl,nonguarders,4,Carnivore,benthic carnivore,4,Day,Demersal,coral,low,medium
Pomacanthus imperator,Pomacanthus imperator,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,imperator,0.5001,2.7,0,50,dioecism,exterl,nonguarders,3.333333333,Carnivore,benthic carnivore,4,Day,Demersal,coral,low,medium
Pomacanthus navarchus,Pomacanthus navarchus,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,navarchus,0.5001,2.7,0,32,,,,3.333333333,Carnivore,benthic carnivore,4,Day,Demersal,coral,low,medium
Pomacanthus paru,Pomacanthus paru,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,paru,0.5001,2.8,0,39,dioecism,exterl,nonguarders,4,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Pomacanthus semicirculatus,Pomacanthus semicirculatus,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,semicirculatus,0.5001,2.5,0,50,,,,2,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Pomacanthus sexstriatus,Pomacanthus sexstriatus,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,sexstriatus,0.5001,2.6,0,41,,,,3.333333333,Carnivore,benthic carnivore,4,Day,Demersal,coral,low,medium
Pomacanthus spp.,Pomacanthus spp.,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,,0.5001,,,,,,,3.333333333,Carnivore,benthic carnivore,4,Day,Demersal,coral,low,medium
Pomacanthus xanthometopon,Pomacanthus xanthometopon,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,xanthometopon,0.5001,2.7,0,36,,,,3.333333333,Carnivore,benthic carnivore,4,Day,Demersal,coral,low,medium
Pomacanthus zonipectus,Pomacanthus zonipectus,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,zonipectus,0.5001,3.1,0.32,41,dioecism,exterl,nonguarders,3.333333333,Carnivore,benthic carnivore,4,Day,Demersal,coral,low,medium
Pygoplites diacanthus,Pygoplites diacanthus,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pygoplites,diacanthus,1,2.7,0,38,,,,2.25,ascidians,benthic carnivore,1,Day,Demersal,coral,low,medium
Stegastes sp. [fasciolatus cf],Stegastes spp.,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Stegastes,,0.5,,,,,,,5.857142857,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Abudefduf abdominalis,Abudefduf abdominalis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,abdominalis,0.5,3,0.2,36,dioecism,exterl,guarders,5,plank. copepods,planktivore,1,Day,Demersal,coral,low,medium
Abudefduf bengalensis,Abudefduf bengalensis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,bengalensis,0.5,3.1,0.46,28,dioecism,exterl,guarders,4.333333333,plank. copepods,planktivore,1,Day,Demersal,coral,low,medium
Abudefduf concolor,Abudefduf concolor,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,concolor,0.5,2.7,0.3,30,dioecism,exterl,guarders,4.333333333,plank. copepods,planktivore,1,Day,Demersal,coral,low,medium
Abudefduf conformis,Abudefduf conformis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,conformis,0.5,2.8,0.3,30,dioecism,exterl,guarders,4.333333333,plank. copepods,planktivore,1,Day,Demersal,coral,low,medium
Abudefduf luridus,Abudefduf luridus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,luridus,0.5,3.5,0.37,26,dioecism,exterl,guarders,4.333333333,plank. copepods,planktivore,1,Day,Demersal,rock,low,medium
Abudefduf notatus,Abudefduf notatus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,notatus,0.5,2.7,0.31,28,dioecism,exterl,guarders,4.333333333,plank. copepods,planktivore,1,Day,Demersal,coral,low,medium
Abudefduf saxatilis,Abudefduf saxatilis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,saxatilis,0.5,3.4,0.5,32,dioecism,exterl,guarders,7,Carnivore,planktivore,4,Day,Demersal,coral,low,medium
Abudefduf septemfasciatus,Abudefduf septemfasciatus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,septemfasciatus,0.5,3,0.38,32,dioecism,exterl,guarders,4.333333333,plank. copepods,planktivore,1,Day,Demersal,coral,low,medium
Abudefduf sexfasciatus,Abudefduf sexfasciatus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,sexfasciatus,0.5,2.4,0.1,27,dioecism,exterl,guarders,4,Omnivore,planktivore,4,Day,Demersal,coral,low,medium
Abudefduf sordidus,Abudefduf sordidus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,sordidus,0.5,2.8,0.4,32,dioecism,exterl,guarders,4,Omnivore,planktivore,4,Day,Demersal,coral,low,medium
Abudefduf sparoides,Abudefduf sparoides,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,sparoides,0.5,3,0.36,27,dioecism,exterl,guarders,4.333333333,plank. copepods,planktivore,1,Day,Demersal,coral,low,medium
Abudefduf spp.,Abudefduf spp.,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,,0.5,,,,,,,4.333333333,plank. copepods,planktivore,1,Day,Demersal,coral,low,medium
Abudefduf troschelii,Abudefduf troschelii,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,troschelii,0.5,3,0.32,30,dioecism,exterl,guarders,4.333333333,plank. copepods,planktivore,1,Day,Demersal,coral,low,medium
Abudefduf vaigiensis,Abudefduf vaigiensis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,vaigiensis,0.5,2.6,0.4,16,dioecism,exterl,guarders,4,Omnivore,planktivore,4,Day,Demersal,coral,low,medium
Abudefduf whitleyi,Abudefduf whitleyi,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,whitleyi,0.5,2.6,0.29,30,dioecism,exterl,guarders,4.333333333,plank. copepods,planktivore,1,Day,Demersal,coral,low,medium
